ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day,Year,Month,Month_Name,Quarter,Net_Cash_Flow,Cash_Utilization_Rate,Cash_Risk
ATM_0008,2023-12-03,Sunday,Morning,59548,21613,Gas Station,0,0,121236,Clear,4,51491,2023,12,December,4,37935,49.117423867498104,Normal
ATM_0047,2022-06-23,Thursday,Evening,71210,6410,Standalone,0,0,115917,Clear,5,70188,2022,6,June,2,64800,61.431886608521616,Normal
ATM_0015,2022-01-07,Friday,Night,69740,7306,Mall,0,0,96258,Cloudy,4,67885,2022,1,January,1,62434,72.45112094579152,Normal
ATM_0008,2022-08-18,Thursday,Morning,51431,1405,Supermarket,0,0,120939,Clear,5,40779,2022,8,August,3,50026,42.52639760540438,Normal
ATM_0031,2023-08-09,Wednesday,Night,37484,8827,Standalone,0,0,113765,Cloudy,3,27656,2023,8,August,3,28657,32.9486221597152,Normal
ATM_0048,2022-09-01,Thursday,Night,58216,13284,Supermarket,0,0,85553,Cloudy,3,57243,2022,9,September,3,44932,68.04670788867719,High Risk
ATM_0010,2023-04-11,Tuesday,Evening,54680,14291,Bank Branch,0,0,74740,Rainy,3,38021,2023,4,April,2,40389,73.16028900187315,Normal
ATM_0017,2022-06-14,Tuesday,Evening,21332,7162,Mall,0,0,136030,Snowy,1,16199,2022,6,June,2,14170,15.681834889362642,Normal
ATM_0003,2023-04-16,Sunday,Night,47105,1089,Supermarket,0,0,53139,Cloudy,1,52357,2023,4,April,2,46016,88.64487476241555,Normal
ATM_0041,2022-12-28,Wednesday,Afternoon,40789,14339,Gas Station,0,0,104548,Cloudy,3,33210,2022,12,December,4,26450,39.01461529632322,Normal
ATM_0047,2023-04-09,Sunday,Night,36652,5196,Gas Station,0,0,105082,Snowy,2,27569,2023,4,April,2,31456,34.87942749471841,Normal
ATM_0043,2023-02-13,Monday,Afternoon,60455,11959,Supermarket,0,0,79308,Rainy,5,55028,2023,2,February,1,48496,76.22812326625309,High Risk
ATM_0013,2023-08-06,Sunday,Afternoon,33940,6078,Supermarket,0,0,113769,Cloudy,4,29677,2023,8,August,3,27862,29.83237964647663,Normal
ATM_0049,2023-02-23,Thursday,Evening,46482,7566,Standalone,0,0,99795,Rainy,3,32561,2023,2,February,1,38916,46.577483841875846,Normal
ATM_0007,2023-07-10,Monday,Night,36311,13506,Standalone,0,1,116905,Cloudy,0,30237,2023,7,July,3,22805,31.060262606389806,Normal
ATM_0013,2022-08-11,Thursday,Evening,59056,18371,Supermarket,0,0,81981,Cloudy,4,46995,2022,8,August,3,40685,72.03620351056952,Normal
ATM_0028,2022-07-04,Monday,Night,34809,1200,Mall,0,0,91084,Cloudy,4,36351,2022,7,July,3,33609,38.21637170084757,Normal
ATM_0043,2022-06-26,Sunday,Evening,42444,4035,Supermarket,0,0,92145,Cloudy,4,35859,2022,6,June,2,38409,46.06218460035813,Normal
ATM_0013,2022-06-04,Saturday,Night,35285,6145,Standalone,0,0,128672,Rainy,3,27059,2022,6,June,2,29140,27.42243844814723,Normal
ATM_0021,2023-09-18,Monday,Morning,52871,15971,Mall,0,0,126022,Clear,0,40972,2023,9,September,3,36900,41.95378584691562,Normal
ATM_0001,2022-02-24,Thursday,Evening,57436,13221,Mall,0,0,86430,Snowy,1,40364,2022,2,February,1,44215,66.45377762351036,Normal
ATM_0048,2022-06-04,Saturday,Afternoon,45417,7013,Standalone,0,0,102208,Snowy,4,36306,2022,6,June,2,38404,44.43585629304947,Normal
ATM_0021,2023-08-21,Monday,Night,65012,6091,Gas Station,0,0,83047,Rainy,2,65639,2023,8,August,3,58921,78.28338169951955,High Risk
ATM_0020,2022-04-14,Thursday,Afternoon,62278,3421,Bank Branch,0,0,90680,Clear,4,59521,2022,4,April,2,58857,68.67887075430083,Normal
ATM_0040,2023-02-24,Friday,Afternoon,33894,12291,Supermarket,0,0,85703,Cloudy,5,24478,2023,2,February,1,21603,39.54820718061212,Normal
ATM_0018,2023-12-08,Friday,Afternoon,76917,16805,Mall,0,0,101295,Rainy,3,70181,2023,12,December,4,60112,75.93365911446764,Normal
ATM_0007,2022-02-10,Thursday,Afternoon,53682,8724,Gas Station,0,0,65907,Cloudy,1,51637,2022,2,February,1,44958,81.45113569120124,Normal
ATM_0050,2022-01-21,Friday,Evening,48752,12521,Gas Station,0,0,89174,Rainy,3,39597,2022,1,January,1,36231,54.670643909659766,Normal
ATM_0002,2023-05-19,Friday,Evening,45434,8435,Standalone,0,1,112371,Snowy,0,40873,2023,5,May,2,36999,40.432139964937576,Normal
ATM_0012,2022-05-19,Thursday,Evening,79785,10617,Gas Station,0,1,95665,Clear,5,87928,2022,5,May,2,69168,83.40040767260753,Normal
ATM_0013,2023-10-12,Thursday,Evening,37575,10600,Standalone,0,0,109016,Clear,2,32564,2023,10,October,4,26975,34.46741762677038,Normal
ATM_0039,2023-05-22,Monday,Morning,53145,1140,Supermarket,0,0,112737,Cloudy,1,46389,2023,5,May,2,52005,47.14069027914527,Normal
ATM_0024,2022-09-16,Friday,Afternoon,33433,12167,Supermarket,0,0,95548,Clear,3,20198,2022,9,September,3,21266,34.99078996943945,Normal
ATM_0021,2022-06-20,Monday,Morning,24770,10699,Bank Branch,0,0,104769,Snowy,3,17952,2022,6,June,2,14071,23.64248966774523,Normal
ATM_0028,2022-12-12,Monday,Morning,29529,9737,Standalone,0,0,94473,Cloudy,5,16181,2022,12,December,4,19792,31.25654949033057,Normal
ATM_0006,2022-12-07,Wednesday,Morning,56506,7795,Bank Branch,0,0,77670,Clear,5,41412,2022,12,December,4,48711,72.75138406076992,Normal
ATM_0037,2022-01-20,Thursday,Evening,64817,12296,Gas Station,0,0,118355,Cloudy,3,49236,2022,1,January,1,52521,54.76490220100545,Normal
ATM_0025,2022-02-06,Sunday,Evening,45344,11794,Gas Station,0,0,79204,Cloudy,3,34377,2022,2,February,1,33550,57.24963385687592,Normal
ATM_0046,2022-12-17,Saturday,Afternoon,54104,17834,Standalone,0,0,111981,Rainy,3,37635,2022,12,December,4,36270,48.315339209330155,Normal
ATM_0019,2022-10-01,Saturday,Morning,52635,13850,Gas Station,0,1,130122,Clear,5,43337,2022,10,October,4,38785,40.450500299718726,Normal
ATM_0021,2023-06-06,Tuesday,Morning,13127,5096,Mall,0,0,97726,Clear,1,9238,2023,6,June,2,8031,13.432454004052147,Normal
ATM_0005,2022-07-01,Friday,Evening,73986,7999,Mall,0,0,88336,Rainy,0,68054,2022,7,July,3,65987,83.75520738996559,Normal
ATM_0005,2022-01-10,Monday,Morning,18460,6632,Standalone,0,0,82835,Clear,1,14128,2022,1,January,1,11828,22.285265890022334,Normal
ATM_0038,2023-10-04,Wednesday,Night,41806,12814,Standalone,0,0,97851,Clear,4,37731,2023,10,October,4,28992,42.72414180744193,Normal
ATM_0008,2022-02-27,Sunday,Afternoon,39553,19320,Bank Branch,0,1,86573,Clear,1,39487,2022,2,February,1,20233,45.68745451815231,Normal
ATM_0006,2022-04-04,Monday,Morning,51337,12222,Gas Station,0,0,108676,Rainy,1,37849,2022,4,April,2,39115,47.238580735396965,Normal
ATM_0004,2022-03-23,Wednesday,Night,87547,7580,Standalone,0,0,113984,Rainy,3,76465,2022,3,March,1,79967,76.80639387984279,Normal
ATM_0013,2023-12-27,Wednesday,Night,25885,12364,Supermarket,0,0,45550,Cloudy,2,12639,2023,12,December,4,13521,56.827661909989025,Normal
ATM_0047,2023-11-24,Friday,Morning,54865,4818,Gas Station,0,0,82890,Clear,0,48800,2023,11,November,4,50047,66.19013149957776,Normal
ATM_0012,2022-07-22,Friday,Evening,45895,4033,Bank Branch,0,0,63336,Rainy,5,38893,2022,7,July,3,41862,72.46273841101427,Normal
ATM_0008,2023-12-21,Thursday,Morning,47319,13764,Bank Branch,0,0,87701,Snowy,1,43203,2023,12,December,4,33555,53.95491499526801,Normal
ATM_0011,2023-02-09,Thursday,Evening,37622,4153,Supermarket,0,0,96997,Snowy,1,34210,2023,2,February,1,33469,38.7867666010289,Normal
ATM_0028,2022-09-14,Wednesday,Evening,50513,5726,Bank Branch,0,0,90860,Snowy,2,53754,2022,9,September,3,44787,55.59432093330399,Normal
ATM_0049,2022-06-15,Wednesday,Morning,28876,4514,Mall,0,0,87546,Snowy,5,28678,2022,6,June,2,24362,32.98380280081329,Normal
ATM_0004,2023-09-27,Wednesday,Night,27602,9156,Mall,0,0,105662,Cloudy,0,21411,2023,9,September,3,18446,26.122920255153225,Normal
ATM_0048,2023-11-22,Wednesday,Morning,48469,17596,Standalone,0,0,102333,Snowy,5,34998,2023,11,November,4,30873,47.36399792833201,Normal
ATM_0044,2023-09-13,Wednesday,Morning,76548,14549,Supermarket,0,0,112800,Snowy,3,64780,2023,9,September,3,61999,67.86170212765957,Normal
ATM_0023,2023-05-07,Sunday,Evening,55346,9610,Gas Station,0,0,110991,Cloudy,2,50068,2023,5,May,2,45736,49.86530439404997,Normal
ATM_0035,2022-07-14,Thursday,Afternoon,28709,11119,Supermarket,0,0,114735,Snowy,3,21041,2022,7,July,3,17590,25.0220072340611,Normal
ATM_0030,2023-04-18,Tuesday,Evening,59282,3614,Gas Station,0,0,78336,Cloudy,3,66816,2023,4,April,2,55668,75.6765727124183,High Risk
ATM_0010,2022-05-26,Thursday,Night,53503,20584,Gas Station,0,1,83276,Rainy,2,41083,2022,5,May,2,32919,64.24780248811182,Normal
ATM_0025,2023-10-10,Tuesday,Afternoon,46012,8326,Gas Station,0,0,111312,Cloudy,5,29834,2023,10,October,4,37686,41.336064395572805,Normal
ATM_0012,2022-06-04,Saturday,Afternoon,54087,15152,Bank Branch,0,0,125829,Cloudy,3,45961,2022,6,June,2,38935,42.98452661945974,Normal
ATM_0010,2022-10-05,Wednesday,Evening,54605,12445,Bank Branch,0,0,101103,Cloudy,1,58494,2022,10,October,4,42160,54.00927766732936,Normal
ATM_0020,2023-07-17,Monday,Evening,49990,15983,Bank Branch,0,0,130322,Cloudy,3,29072,2023,7,July,3,34007,38.35883427203389,Normal
ATM_0028,2022-06-13,Monday,Night,27386,8445,Mall,0,0,108050,Clear,0,18390,2022,6,June,2,18941,25.345673299398424,Normal
ATM_0021,2023-12-24,Sunday,Night,21299,5174,Supermarket,1,0,117929,Rainy,4,22765,2023,12,December,4,16125,18.060867131918357,Normal
ATM_0032,2022-08-10,Wednesday,Night,8893,16580,Gas Station,0,0,96028,Snowy,5,0,2022,8,August,3,-7687,9.260840588161786,Normal
ATM_0011,2022-12-13,Tuesday,Evening,69119,14623,Supermarket,0,0,86746,Clear,4,50594,2022,12,December,4,54496,79.67975468609504,Normal
ATM_0009,2023-06-27,Tuesday,Evening,51301,14776,Standalone,0,0,76049,Rainy,2,28446,2023,6,June,2,36525,67.45782324553906,Normal
ATM_0037,2023-04-30,Sunday,Morning,36592,4479,Mall,0,0,70195,Cloudy,1,39788,2023,4,April,2,32113,52.129069022010114,Normal
ATM_0014,2022-12-01,Thursday,Afternoon,52196,15807,Standalone,1,0,96302,Cloudy,2,49400,2022,12,December,4,36389,54.200328134410505,Normal
ATM_0036,2022-12-15,Thursday,Evening,75285,6768,Bank Branch,0,1,90428,Snowy,5,64871,2022,12,December,4,68517,83.25408059450614,Normal
ATM_0037,2022-08-23,Tuesday,Afternoon,57734,18109,Bank Branch,0,0,89603,Cloudy,0,49399,2022,8,August,3,39625,64.43311049853241,Normal
ATM_0021,2023-06-08,Thursday,Morning,61986,10030,Gas Station,0,0,88837,Snowy,0,65374,2023,6,June,2,51956,69.77498114524353,Normal
ATM_0034,2023-05-18,Thursday,Night,64915,12640,Supermarket,0,1,84631,Snowy,0,54150,2023,5,May,2,52275,76.70357197717148,High Risk
ATM_0029,2023-02-03,Friday,Afternoon,60288,8688,Standalone,0,0,91285,Snowy,0,63547,2023,2,February,1,51600,66.0437092622008,Normal
ATM_0031,2022-09-10,Saturday,Afternoon,49506,12955,Mall,0,0,96871,Cloudy,4,41228,2022,9,September,3,36551,51.10507788708695,Normal
ATM_0010,2022-10-07,Friday,Evening,43601,9376,Gas Station,0,1,97035,Rainy,5,34138,2022,10,October,4,34225,44.93327149997424,Normal
ATM_0013,2023-09-04,Monday,Morning,57578,8164,Standalone,0,0,92191,Rainy,4,52403,2023,9,September,3,49414,62.45512034797323,Normal
ATM_0033,2022-10-17,Monday,Afternoon,38590,12854,Gas Station,0,0,102367,Clear,2,34049,2022,10,October,4,25736,37.69769554641633,Normal
ATM_0017,2022-07-29,Friday,Afternoon,55873,11728,Standalone,0,0,98758,Cloudy,0,46761,2022,7,July,3,44145,56.575669819153894,Normal
ATM_0024,2023-04-22,Saturday,Afternoon,51822,11570,Gas Station,0,0,98127,Rainy,4,35340,2023,4,April,2,40252,52.81115289369899,Normal
ATM_0029,2022-11-18,Friday,Morning,50138,7066,Standalone,0,0,84976,Rainy,5,41420,2022,11,November,4,43072,59.00254189418188,Normal
ATM_0039,2023-04-10,Monday,Evening,36804,9128,Bank Branch,0,0,102062,Snowy,0,30762,2023,4,April,2,27676,36.060433853931926,Normal
ATM_0008,2022-02-23,Wednesday,Evening,45930,15432,Supermarket,0,0,108915,Rainy,2,31938,2022,2,February,1,30498,42.17049993113896,Normal
ATM_0047,2023-01-20,Friday,Morning,78314,5173,Gas Station,0,0,104774,Cloudy,1,89464,2023,1,January,1,73141,74.7456430030351,Normal
ATM_0021,2023-09-20,Wednesday,Morning,30892,9226,Standalone,0,0,114277,Clear,4,29771,2023,9,September,3,21666,27.032561232794,Normal
ATM_0004,2024-01-01,Monday,Afternoon,51485,7387,Gas Station,1,0,88663,Clear,1,57834,2024,1,January,1,44098,58.0681907898447,Normal
ATM_0010,2022-04-15,Friday,Afternoon,62163,16113,Bank Branch,0,0,66625,Snowy,2,52325,2022,4,April,2,46050,93.30281425891181,Normal
ATM_0022,2022-03-25,Friday,Night,53780,12995,Standalone,0,0,120740,Cloudy,3,36885,2022,3,March,1,40785,44.54199105515985,Normal
ATM_0035,2022-03-05,Saturday,Night,45867,10693,Gas Station,0,0,109962,Clear,1,42841,2022,3,March,1,35174,41.71168221749332,Normal
ATM_0029,2022-06-12,Sunday,Morning,38377,7336,Standalone,0,0,137910,Clear,5,30506,2022,6,June,2,31041,27.827568704227396,Normal
ATM_0044,2023-07-26,Wednesday,Morning,47745,11000,Mall,0,0,98659,Rainy,3,43761,2023,7,July,3,36745,48.393963044425746,Normal
ATM_0003,2022-02-13,Sunday,Afternoon,42084,4363,Bank Branch,0,1,90985,Rainy,4,41276,2022,2,February,1,37721,46.25377809529043,Normal
ATM_0021,2022-11-27,Sunday,Night,19974,13087,Gas Station,0,0,86531,Snowy,3,10974,2022,11,November,4,6887,23.08305693913164,Normal
ATM_0002,2023-11-17,Friday,Night,61717,8923,Supermarket,0,0,102822,Rainy,4,45217,2023,11,November,4,52794,60.02314679737799,Normal
ATM_0003,2022-08-02,Tuesday,Afternoon,27125,13471,Supermarket,0,0,151455,Snowy,5,14901,2022,8,August,3,13654,17.90961011521574,Normal
ATM_0006,2023-08-19,Saturday,Evening,44581,10612,Supermarket,0,0,101747,Rainy,3,32111,2023,8,August,3,33969,43.815542472996746,Normal
ATM_0014,2022-06-05,Sunday,Morning,39037,11226,Supermarket,0,0,75149,Snowy,4,35462,2022,6,June,2,27811,51.946133681086906,Normal
ATM_0025,2022-06-13,Monday,Afternoon,34765,12691,Supermarket,0,0,72610,Rainy,2,24244,2022,6,June,2,22074,47.87908001652665,Normal
ATM_0017,2023-02-07,Tuesday,Morning,76472,6128,Standalone,0,0,95526,Cloudy,4,59321,2023,2,February,1,70344,80.05359797332663,Normal
ATM_0042,2023-11-19,Sunday,Night,52151,12876,Bank Branch,0,0,119212,Clear,3,40474,2023,11,November,4,39275,43.74643492265879,Normal
ATM_0007,2022-07-30,Saturday,Afternoon,61872,9140,Supermarket,0,0,97067,Snowy,5,66928,2022,7,July,3,52732,63.741539349109374,Normal
ATM_0044,2022-08-08,Monday,Evening,85236,14749,Standalone,0,0,81563,Rainy,4,71305,2022,8,August,3,70487,104.50326741292007,High Risk
ATM_0017,2022-08-11,Thursday,Morning,51499,3852,Standalone,0,0,91761,Rainy,2,49508,2022,8,August,3,47647,56.122971632828765,Normal
ATM_0014,2023-05-27,Saturday,Night,12632,16083,Standalone,0,0,121792,Cloudy,4,0,2023,5,May,2,-3451,10.37178139779296,Normal
ATM_0049,2022-06-19,Sunday,Night,44610,7648,Gas Station,0,0,129970,Snowy,5,35369,2022,6,June,2,36962,34.32330537816419,Normal
ATM_0016,2022-03-21,Monday,Morning,49050,9607,Mall,0,0,123967,Clear,0,34567,2022,3,March,1,39443,39.566981535408615,Normal
ATM_0018,2022-01-01,Saturday,Evening,50215,7892,Gas Station,1,0,120901,Rainy,0,40441,2022,1,January,1,42323,41.5339823491948,Normal
ATM_0004,2023-01-12,Thursday,Afternoon,67324,10968,Bank Branch,0,1,100058,Snowy,0,63651,2023,1,January,1,56356,67.2849747146655,Normal
ATM_0018,2023-03-04,Saturday,Morning,52668,10017,Standalone,0,0,96106,Clear,2,44697,2023,3,March,1,42651,54.801989469960255,Normal
ATM_0010,2022-09-27,Tuesday,Night,62823,10046,Bank Branch,0,0,121125,Clear,3,44665,2022,9,September,3,52777,51.866253869969036,Normal
ATM_0012,2022-01-15,Saturday,Morning,55962,5227,Mall,0,0,110138,Cloudy,4,43982,2022,1,January,1,50735,50.81080099511522,Normal
ATM_0045,2023-07-25,Tuesday,Evening,49396,7490,Standalone,0,0,122129,Cloudy,0,51011,2023,7,July,3,41906,40.44575817373433,Normal
ATM_0047,2023-12-10,Sunday,Afternoon,31246,11577,Bank Branch,0,0,99042,Cloudy,0,23812,2023,12,December,4,19669,31.54823206316512,Normal
ATM_0003,2023-05-25,Thursday,Night,27250,8253,Gas Station,0,0,132330,Clear,4,17750,2023,5,May,2,18997,20.5924582483186,Normal
ATM_0003,2023-11-04,Saturday,Morning,40110,9564,Standalone,0,0,88337,Cloudy,1,40463,2023,11,November,4,30546,45.40566240646615,Normal
ATM_0018,2022-01-25,Tuesday,Evening,57301,10986,Bank Branch,1,0,115470,Cloudy,0,62411,2022,1,January,1,46315,49.62414479951502,Normal
ATM_0042,2022-02-15,Tuesday,Night,34235,8298,Supermarket,0,1,95485,Cloudy,1,29356,2022,2,February,1,25937,35.85379902602503,Normal
ATM_0046,2022-02-18,Friday,Evening,63734,15932,Standalone,0,0,80222,Snowy,3,53973,2022,2,February,1,47802,79.44703447931988,High Risk
ATM_0031,2023-07-12,Wednesday,Afternoon,42636,7850,Standalone,0,0,133552,Snowy,5,34807,2023,7,July,3,34786,31.924643584521384,Normal
ATM_0036,2023-07-08,Saturday,Afternoon,39700,5771,Standalone,0,0,94642,Snowy,3,28917,2023,7,July,3,33929,41.947549713657786,Normal
ATM_0012,2023-08-18,Friday,Night,39368,5903,Standalone,0,0,123169,Snowy,2,36949,2023,8,August,3,33465,31.962587988860836,Normal
ATM_0010,2023-11-20,Monday,Night,57859,10463,Supermarket,0,0,90059,Cloudy,0,41901,2023,11,November,4,47396,64.24566117767242,Normal
ATM_0039,2022-09-17,Saturday,Afternoon,35702,5030,Standalone,0,1,123058,Cloudy,3,39013,2022,9,September,3,30672,29.012335646605663,Normal
ATM_0049,2023-07-07,Friday,Afternoon,66596,8770,Mall,0,0,73246,Rainy,4,59547,2023,7,July,3,57826,90.92100592523823,High Risk
ATM_0022,2023-07-08,Saturday,Afternoon,59182,8788,Supermarket,0,0,119244,Rainy,5,48822,2023,7,July,3,50394,49.631008688068164,Normal
ATM_0026,2022-03-25,Friday,Night,34878,10424,Mall,0,1,78242,Clear,4,39449,2022,3,March,1,24454,44.57708136295084,Normal
ATM_0007,2023-08-13,Sunday,Morning,39736,6471,Standalone,0,1,94787,Rainy,5,43076,2023,8,August,3,33265,41.921360524122505,Normal
ATM_0015,2023-12-02,Saturday,Evening,68709,10677,Gas Station,0,0,130826,Snowy,4,59547,2023,12,December,4,58032,52.519376882271104,Normal
ATM_0026,2023-06-20,Tuesday,Night,70009,10112,Bank Branch,0,0,115275,Cloudy,5,57189,2023,6,June,2,59897,60.73216222077641,Normal
ATM_0049,2022-04-19,Tuesday,Afternoon,57380,4344,Gas Station,0,0,80757,Rainy,5,47226,2022,4,April,2,53036,71.05266416533551,Normal
ATM_0001,2023-06-01,Thursday,Morning,50003,10827,Gas Station,0,0,119322,Clear,5,46385,2023,6,June,2,39176,41.90593520054977,Normal
ATM_0020,2022-09-05,Monday,Night,26597,20586,Standalone,0,0,91774,Clear,1,13186,2022,9,September,3,6011,28.980975003813715,Normal
ATM_0002,2022-01-17,Monday,Morning,52184,11142,Standalone,0,0,98276,Rainy,5,38255,2022,1,January,1,41042,53.09943424640807,Normal
ATM_0005,2022-03-10,Thursday,Evening,66957,10154,Gas Station,0,1,130815,Cloudy,2,76850,2022,3,March,1,56803,51.184497190689136,Normal
ATM_0043,2023-02-17,Friday,Morning,42102,1885,Supermarket,0,0,75730,Cloudy,2,46723,2023,2,February,1,40217,55.59487653505876,Normal
ATM_0014,2022-11-08,Tuesday,Night,66462,4140,Supermarket,0,0,63618,Cloudy,5,65045,2022,11,November,4,62322,104.47043289635009,High Risk
ATM_0040,2023-08-31,Thursday,Morning,78027,10345,Gas Station,0,1,43787,Cloudy,2,91026,2023,8,August,3,67682,178.19672505538173,High Risk
ATM_0023,2022-02-01,Tuesday,Evening,55314,14517,Gas Station,0,0,92250,Cloudy,4,39919,2022,2,February,1,40797,59.9609756097561,Normal
ATM_0050,2022-04-11,Monday,Night,60687,3511,Supermarket,0,0,70757,Snowy,5,53429,2022,4,April,2,57176,85.7681925463205,Normal
ATM_0032,2022-01-28,Friday,Night,54110,8670,Mall,0,1,97947,Clear,3,63338,2022,1,January,1,45440,55.24416265939743,Normal
ATM_0017,2023-07-11,Tuesday,Morning,70454,10187,Mall,0,0,96959,Clear,3,61285,2023,7,July,3,60267,72.66370321476087,Normal
ATM_0025,2022-12-12,Monday,Afternoon,69336,13282,Supermarket,0,1,90409,Clear,2,66146,2022,12,December,4,56054,76.69147983054785,Normal
ATM_0020,2023-07-20,Thursday,Night,74439,3957,Bank Branch,0,0,108241,Clear,0,75895,2023,7,July,3,70482,68.77153758742067,Normal
ATM_0044,2022-05-12,Thursday,Morning,47203,7603,Supermarket,0,0,107772,Rainy,3,34327,2022,5,May,2,39600,43.79894592287422,Normal
ATM_0018,2023-12-15,Friday,Night,45970,4556,Supermarket,0,0,156027,Clear,2,35324,2023,12,December,4,41414,29.462849378633187,Normal
ATM_0038,2022-05-01,Sunday,Night,42692,0,Bank Branch,0,1,83158,Snowy,1,52237,2022,5,May,2,42692,51.338416027321486,Normal
ATM_0003,2022-10-25,Tuesday,Evening,30990,11993,Gas Station,0,0,92599,Rainy,0,19013,2022,10,October,4,18997,33.466884091620855,Normal
ATM_0013,2023-05-09,Tuesday,Night,48782,14176,Bank Branch,0,0,106721,Rainy,3,48591,2023,5,May,2,34606,45.70984154946075,Normal
ATM_0003,2022-11-06,Sunday,Afternoon,57501,12497,Bank Branch,0,0,117688,Cloudy,1,54777,2022,11,November,4,45004,48.85884712120182,Normal
ATM_0046,2023-04-01,Saturday,Morning,67832,6674,Mall,0,0,82885,Rainy,5,50736,2023,4,April,2,61158,81.83869216384146,Normal
ATM_0039,2023-07-31,Monday,Morning,32211,10914,Gas Station,0,0,62925,Cloudy,0,20115,2023,7,July,3,21297,51.18951132300358,Normal
ATM_0046,2023-06-22,Thursday,Evening,67019,6640,Supermarket,0,0,95933,Cloudy,0,57950,2023,6,June,2,60379,69.86021494167804,Normal
ATM_0018,2023-03-23,Thursday,Night,66833,10908,Mall,0,0,105888,Snowy,5,49239,2023,3,March,1,55925,63.11668933212451,Normal
ATM_0023,2023-05-02,Tuesday,Night,69220,551,Supermarket,0,1,91577,Rainy,0,83657,2023,5,May,2,68669,75.58666477390611,Normal
ATM_0002,2022-06-15,Wednesday,Morning,56718,15991,Supermarket,0,0,94289,Rainy,3,36918,2022,6,June,2,40727,60.15335829205952,Normal
ATM_0043,2023-07-14,Friday,Evening,69498,6429,Supermarket,0,0,118617,Clear,5,64403,2023,7,July,3,63069,58.59025266192873,Normal
ATM_0012,2023-08-20,Sunday,Night,77157,8341,Mall,0,0,69428,Rainy,1,59867,2023,8,August,3,68816,111.13239615140867,High Risk
ATM_0010,2022-11-04,Friday,Afternoon,38102,4046,Gas Station,0,0,90792,Clear,4,28472,2022,11,November,4,34056,41.966252533262846,Normal
ATM_0001,2022-04-26,Tuesday,Evening,49580,15346,Supermarket,0,0,95835,Snowy,1,45705,2022,4,April,2,34234,51.73475243908802,Normal
ATM_0021,2022-09-07,Wednesday,Night,38184,11131,Bank Branch,0,0,139271,Cloudy,3,26170,2022,9,September,3,27053,27.41705021145824,Normal
ATM_0031,2022-08-08,Monday,Morning,55027,8902,Bank Branch,0,0,104698,Clear,1,43432,2022,8,August,3,46125,52.55783300540603,Normal
ATM_0043,2022-05-11,Wednesday,Afternoon,37241,17272,Mall,0,0,128680,Clear,4,18854,2022,5,May,2,19969,28.94078333851414,Normal
ATM_0011,2022-09-10,Saturday,Night,36700,17021,Standalone,0,1,104904,Snowy,3,27689,2022,9,September,3,19679,34.984366659040646,Normal
ATM_0004,2023-03-19,Sunday,Morning,60164,9961,Standalone,0,0,117038,Clear,1,41528,2023,3,March,1,50203,51.40552641022575,Normal
ATM_0043,2023-01-18,Wednesday,Night,63723,13898,Gas Station,0,0,98796,Rainy,5,48713,2023,1,January,1,49825,64.49957488157415,Normal
ATM_0009,2023-05-06,Saturday,Night,27842,7448,Bank Branch,0,0,122053,Snowy,3,26755,2023,5,May,2,20394,22.811401604221118,Normal
ATM_0050,2022-03-18,Friday,Night,52667,5837,Supermarket,0,0,101907,Clear,4,57316,2022,3,March,1,46830,51.681435033903455,Normal
ATM_0006,2023-12-23,Saturday,Afternoon,26341,5749,Mall,0,0,67235,Cloudy,2,19848,2023,12,December,4,20592,39.17751171264966,Normal
ATM_0030,2023-10-28,Saturday,Evening,46106,7446,Standalone,0,0,117434,Snowy,2,38558,2023,10,October,4,38660,39.261202036888804,Normal
ATM_0031,2023-06-08,Thursday,Night,60270,4615,Gas Station,0,0,127559,Rainy,3,66391,2023,6,June,2,55655,47.248724119819066,Normal
ATM_0022,2022-04-04,Monday,Night,82230,12606,Standalone,0,0,58313,Clear,2,84801,2022,4,April,2,69624,141.0148680397167,High Risk
ATM_0041,2022-10-02,Sunday,Evening,43677,16360,Standalone,0,0,111763,Rainy,2,24138,2022,10,October,4,27317,39.08001753710978,Normal
ATM_0021,2022-09-03,Saturday,Afternoon,39402,9087,Standalone,0,1,88908,Rainy,2,40924,2022,9,September,3,30315,44.31772168983669,Normal
ATM_0034,2023-11-24,Friday,Night,28532,383,Standalone,0,0,95096,Cloudy,5,33350,2023,11,November,4,28149,30.00336502061075,Normal
ATM_0043,2022-07-12,Tuesday,Afternoon,27223,10231,Standalone,0,0,114978,Snowy,5,18525,2022,7,July,3,16992,23.67670336934022,Normal
ATM_0035,2023-07-21,Friday,Evening,47102,108,Bank Branch,0,0,100523,Rainy,0,40517,2023,7,July,3,46994,46.85693821314525,Normal
ATM_0047,2022-10-26,Wednesday,Afternoon,51069,13194,Bank Branch,0,0,85830,Snowy,1,40150,2022,10,October,4,37875,59.500174764068504,Normal
ATM_0042,2023-05-24,Wednesday,Evening,43474,2609,Bank Branch,0,0,54174,Snowy,4,42808,2023,5,May,2,40865,80.24882785099864,Normal
ATM_0030,2023-07-05,Wednesday,Evening,33372,7409,Bank Branch,0,0,89235,Clear,2,27478,2023,7,July,3,25963,37.39788199697428,Normal
